PID,ContinentOfResidence,Item,ItemImage,Self_Owning,Self_Familiar,Danger_Self,Danger_Other,Danger_Robot,Self_Danger_Time,Other_Danger_Time,Robot_Danger_Time
PID_219,North America,Baking Paper,bakingpaper-01.jpg,Yes,100,12,0,0,8.354,2.896,2.689
PID_219,North America,Champagne Bottle Resealer,champagnebottleresealer-01.jpg,No,0,50,0,0,8.809,3.468,2.769
PID_219,North America,Champagne Flute,champagneflute-01.jpg,Yes,100,0,0,0,6.651,3.128,3.327
PID_220,North America,Tongs,tongs-01.jpg,Yes,70,7,5,10,26.576,9.383,4.23
PID_220,North America,Garlic Press,garlicpress-01.jpg,Yes,7,7,12,8,19.647,6.114,3.601
PID_220,North America,Coffeemaker,coffeemaker-01.jpg,Yes,95,5,7,94,9.542,3.56,4.718
PID_220,North America,Dishwashing Brush,dishwashingbrush-01.jpg,Yes,95,4,7,9,6.932,6.407,3.0
PID_220,North America,Kitchen Knife,kitchenknife-01.jpg,Yes,98,92,96,92,8.033,2.699,2.884
PID_220,North America,Baking Paper,bakingpaper-01.jpg,Yes,97,7,10,15,8.01,3.001,3.732
PID_220,North America,Champagne Bottle Resealer,champagnebottleresealer-01.jpg,Yes,39,11,11,14,59.357,3.467,3.238
PID_220,North America,Jug,jug-01.jpg,Yes,95,13,10,90,8.381,3.479,4.22
PID_220,North America,Wooden Cooking Spoon,woodencookingspoon-01.jpg,Yes,93,13,16,11,13.323,2.864,3.236
PID_220,North America,Jar,jar-01.jpg,Yes,93,8,10,85,7.415,3.341,2.501
PID_221,North America,Serving Bowl,servingbowl-01.jpg,No,1,0,0,0,15.77,6.652,4.854
PID_221,North America,Ice Maker,icemaker-01.jpg,No,66,0,0,0,17.518,3.944,5.15
PID_221,North America,Table Knife,tableknife-01.jpg,No,100,0,0,0,16.094,4.673,5.446
PID_221,North America,Toaster,toaster-01.jpg,No,100,0,0,0,11.369,6.725,4.02
PID_221,North America,Steamer,steamer-01.jpg,Yes,100,0,0,0,14.459,5.265,4.182
PID_221,North America,Deep Fryer,deepfryer-01.jpg,No,3,0,0,0,14.407,6.301,4.181
PID_221,North America,Bag,bag-01.jpg,No,0,0,0,0,20.519,4.8,3.972
PID_221,North America,Cheese Knife,cheeseknife-01.jpg,No,0,0,5,80,10.501,5.667,5.808
PID_221,North America,Pizza Cutter,pizzacutter-01.jpg,No,65,0,0,0,12.246,4.213,4.404
PID_221,North America,Mixer,mixer-01.jpg,No,16,0,0,0,27.946,5.551,5.586
PID_222,North America,Bowl,bowl-01.jpg,Yes,69,18,0,60,27.235,6.472,3.671
PID_222,North America,Tea Spoon,teaspoon-01.jpg,Yes,87,0,0,38,13.105,5.272,5.264
PID_222,North America,Jar Opener,jaropener-01.jpg,Yes,91,51,53,85,19.881,6.147,3.119
PID_222,North America,Table Fork,tablefork-01.jpg,Yes,100,58,70,92,22.938,8.305,7.294
PID_222,North America,Pasta Machine,pastamachine-01.jpg,No,40,53,43,62,18.2,6.829,3.567
PID_222,North America,Spice Box,spicebox-01.jpg,Yes,100,0,0,41,72.754,3.837,5.089
PID_222,North America,Grater,grater-01.jpg,Yes,88,66,86,96,9.391,3.355,5.442
PID_222,North America,Twine,twine-01.jpg,No,25,26,2,16,25.313,4.459,4.599
PID_222,North America,Wok,wok-01.jpg,No,58,26,7,26,7.921,4.249,3.864
PID_222,North America,Saucepan,saucepan-01.jpg,Yes,96,4,0,28,8.696,4.492,4.695
PID_223,North America,Coffeemaker,coffeemaker-01.jpg,Yes,88,5,3,0,20.918,11.3,6.142
PID_223,North America,Cheese Knife,cheeseknife-01.jpg,No,56,39,100,78,20.571,6.946,4.274
PID_223,North America,Baking Dish,bakingdish-01.jpg,Yes,100,1,0,0,10.412,5.057,5.432
PID_223,North America,Ladle,ladle-01.jpg,Yes,100,0,0,0,11.801,3.764,4.92
PID_223,North America,Coaster,coaster-01.jpg,Yes,98,12,0,0,20.672,4.611,3.486
PID_223,North America,Mill,mill-01.jpg,No,67,9,0,21,12.761,5.091,5.018
PID_223,North America,Spice Box,spicebox-01.jpg,Yes,100,0,0,0,19.134,3.239,3.226
PID_223,North America,Straw,straw-01.jpg,Yes,88,6,1,64,10.722,4.224,4.999
PID_223,North America,Wok,wok-01.jpg,No,88,9,0,0,14.825,5.028,3.362
PID_223,North America,Espresso Milk Jug,espressomilkjug-01.jpg,No,86,2,1,0,14.092,3.912,5.278
PID_224,North America,Teapot,teapot-01.jpg,Yes,100,10,1,3,13.7,8.244,5.306
PID_224,North America,Trash Can,trashcan-01.jpg,Yes,100,5,5,3,12.791,3.96,4.851
PID_224,North America,Cutting Board,cuttingboard-01.jpg,Yes,100,7,5,14,14.203,3.5,4.694
PID_224,North America,Ladle,ladle-01.jpg,Yes,100,3,0,0,8.607,2.901,2.896
PID_224,North America,Table Knife,tableknife-01.jpg,Yes,100,4,4,17,8.854,6.988,3.27
PID_224,North America,Cookbook,cookbook-01.jpg,Yes,87,0,0,0,14.105,2.907,2.533
PID_224,North America,Kitchen Knife,kitchenknife-01.jpg,Yes,82,28,8,33,10.764,3.5,2.807
PID_224,North America,Wok,wok-01.jpg,No,72,28,4,17,17.237,5.49,3.549
PID_224,North America,Serving Spoon,servingspoon-01.jpg,Yes,100,0,0,0,8.138,5.002,2.902
PID_224,North America,Whisk,whisk-01.jpg,Yes,100,0,0,0,9.241,3.043,2.87
PID_225,North America,Baking Dish,bakingdish-01.jpg,Yes,100,0,0,57,23.629,9.552,20.504
PID_225,North America,Ice Maker,icemaker-01.jpg,No,0,11,0,6,27.048,6.914,6.021
PID_225,North America,Cutting Board,cuttingboard-01.jpg,Yes,100,55,64,77,28.051,8.607,5.355
PID_225,North America,Coffeemaker,coffeemaker-01.jpg,Yes,96,3,47,85,11.602,7.419,6.772
PID_225,North America,Coffee Dripper,coffeedripper-01.jpg,No,3,0,5,5,44.299,4.232,9.701
PID_225,North America,Jar,jar-01.jpg,Yes,100,0,0,3,11.532,4.13,5.013
PID_225,North America,Thermos,thermos-01.jpg,Yes,100,5,0,56,12.969,5.664,5.049
PID_225,North America,Funnel,funnel-01.jpg,No,39,4,0,8,41.172,3.74,21.943
PID_225,North America,Colander,colander-01.jpg,Yes,100,0,0,0,11.816,4.416,3.937
PID_225,North America,Twine,twine-01.jpg,Yes,66,59,55,86,20.321,4.618,6.035
PID_226,Africa,Paring Knife,paringknife-01.jpg,Yes,100,21,0,50,19.26,8.891,9.159
PID_226,Africa,Dishwashing Brush,dishwashingbrush-01.jpg,No,0,0,0,0,14.705,2.765,4.44
PID_226,Africa,Coaster,coaster-01.jpg,No,100,0,0,0,11.3,2.494,3.957
PID_226,Africa,Thermos,thermos-01.jpg,No,100,0,0,0,10.906,2.375,4.208
PID_226,Africa,Baking Paper,bakingpaper-01.jpg,No,100,0,0,1,9.561,2.535,2.403
PID_226,Africa,Container,container-01.jpg,Yes,100,0,0,0,8.356,5.17,3.46
PID_226,Africa,Espresso Milk Jug,espressomilkjug-01.jpg,Yes,100,0,0,0,8.507,2.258,2.403
PID_226,Africa,Serving Spoon,servingspoon-01.jpg,Yes,100,0,0,0,9.201,2.766,2.701
PID_226,Africa,Scraper,scraper-01.jpg,Yes,100,0,0,0,8.348,2.203,2.14
PID_226,Africa,Straw,straw-01.jpg,Yes,100,0,0,0,8.871,2.233,2.152
PID_227,Africa,Breadbox,breadbox-01.jpg,No,68,8,17,5,30.701,11.791,9.791
PID_227,Africa,Baller,baller-01.jpg,No,91,18,26,33,23.111,5.351,4.001
PID_227,Africa,Teapot,teapot-01.jpg,Yes,73,0,44,41,18.595,12.867,5.257
PID_227,Africa,Toaster,toaster-01.jpg,No,97,69,95,83,16.657,68.299,4.024
PID_227,Africa,Funnel,funnel-01.jpg,Yes,92,24,29,6,16.65,4.851,4.475
PID_227,Africa,Jar Opener,jaropener-01.jpg,Yes,88,98,100,78,15.801,8.46,6.301
PID_227,Africa,Colander,colander-01.jpg,Yes,99,10,0,29,16.47,4.563,3.674
PID_227,Africa,Beer Mug,beermug-01.jpg,Yes,77,61,77,95,16.999,4.452,5.957
PID_227,Africa,Egg Slicer,eggslicer-01.jpg,No,75,44,59,14,14.183,6.6,4.136
PID_227,Africa,Baking Paper,bakingpaper-01.jpg,Yes,99,0,4,7,17.097,4.189,11.272
PID_228,Africa,Pasta Machine,pastamachine-01.jpg,No,100,0,0,42,14.659,5.801,7.314
PID_228,Africa,Bowl,bowl-01.jpg,Yes,100,4,6,59,10.812,7.771,4.969
PID_228,Africa,Cracker,cracker-01.jpg,No,40,80,100,14,12.647,3.753,3.9
PID_228,Africa,Toaster,toaster-01.jpg,Yes,100,23,6,43,166.889,4.414,5.667
PID_228,Africa,Spatula,spatula-01.jpg,Yes,100,0,3,0,13.215,4.702,3.468
PID_228,Africa,Mixer,mixer-01.jpg,Yes,100,0,0,4,10.354,4.399,5.117
PID_228,Africa,Baking Dish,bakingdish-01.jpg,Yes,100,4,61,0,15.523,3.261,6.491
PID_228,Africa,Chopsticks,chopsticks-01.jpg,No,67,0,0,62,11.277,3.852,11.187
PID_228,Africa,Dishwashing Brush,dishwashingbrush-01.jpg,Yes,100,0,4,0,12.194,3.727,3.845
PID_228,Africa,Scraper,scraper-01.jpg,Yes,100,0,0,1,8.67,5.139,4.84
PID_229,Africa,Water Glass,waterglass-01.jpg,Yes,100,11,0,89,19.001,8.602,3.8
PID_229,Africa,Scouring Sponge,scouringsponge-01.jpg,Yes,100,6,0,32,17.731,7.901,5.9
PID_229,Africa,Tongs,tongs-01.jpg,No,100,21,67,100,18.22,9.859,4.786
PID_229,Africa,Trash Can,trashcan-01.jpg,Yes,100,2,0,12,16.1,4.5,3.776
PID_229,Africa,Cutting Board,cuttingboard-01.jpg,Yes,100,0,0,35,14.18,7.875,6.903
PID_229,Africa,Egg Slicer,eggslicer-01.jpg,No,26,31,67,88,15.467,6.301,4.859
PID_229,Africa,Serving Bowl,servingbowl-01.jpg,Yes,100,0,0,100,11.11,5.974,6.5
PID_229,Africa,Egg Separator,eggseparator-01.jpg,Yes,100,0,24,65,9.359,7.196,4.62
PID_229,Africa,Whisk,whisk-01.jpg,Yes,100,0,0,15,11.303,6.104,3.801
PID_229,Africa,Pasta Machine,pastamachine-01.jpg,No,12,100,81,81,12.606,3.458,3.943
PID_230,Africa,Serving Spoon,servingspoon-01.jpg,Yes,100,0,0,86,27.999,9.178,9.496
PID_230,Africa,Mill,mill-01.jpg,No,0,14,91,81,34.626,8.791,5.112
PID_230,Africa,Baller,baller-01.jpg,No,74,0,0,0,18.091,7.568,3.6
PID_230,Africa,Deep Fryer,deepfryer-01.jpg,No,57,0,80,70,25.86,4.451,4.956
PID_230,Africa,Garlic Press,garlicpress-01.jpg,Yes,100,0,0,0,14.23,6.121,4.953
PID_230,Africa,Thermos,thermos-01.jpg,Yes,100,83,100,84,13.757,3.391,10.563
PID_230,Africa,Ladle,ladle-01.jpg,Yes,100,29,83,70,12.036,4.342,4.702
PID_230,Africa,Beer Mug,beermug-01.jpg,Yes,100,0,33,28,11.834,6.124,5.574
PID_230,Africa,Measuring Spoon,measuringspoon-01.jpg,Yes,100,0,0,0,11.206,3.942,4.383
PID_230,Africa,Tongs,tongs-01.jpg,Yes,100,83,74,67,14.711,4.8,4.303
PID_231,Africa,Pasta Machine,pastamachine-01.jpg,No,86,29,0,44,22.96,10.818,9.732
PID_231,Africa,Egg Slicer,eggslicer-01.jpg,Yes,100,0,0,0,15.143,4.74,8.838
PID_231,Africa,Mortar and Pestle,mortarandpestle-01.jpg,Yes,100,0,0,97,8.528,5.684,4.688
PID_231,Africa,Dishwashing Brush,dishwashingbrush-01.jpg,Yes,100,0,0,0,7.57,3.704,4.461
PID_231,Africa,Cracker,cracker-01.jpg,Yes,100,53,82,100,12.117,5.582,4.939
PID_231,Africa,Grater,grater-01.jpg,Yes,100,73,85,0,7.931,3.792,5.583
PID_231,Africa,Can Opener,canopener-01.jpg,Yes,100,0,66,32,9.748,4.938,8.456
PID_231,Africa,Straw,straw-01.jpg,Yes,100,0,0,0,10.451,3.252,4.544
PID_231,Africa,Pot,pot-01.jpg,Yes,100,0,1,78,9.007,4.073,4.225
PID_231,Africa,Funnel,funnel-01.jpg,Yes,100,0,0,11,9.607,3.173,4.712
PID_232,Africa,Pizza Cutter,pizzacutter-01.jpg,No,100,40,16,100,20.072,7.828,6.14
PID_232,Africa,Wooden Cooking Spoon,woodencookingspoon-01.jpg,Yes,100,0,91,86,14.02,5.833,8.973
PID_232,Africa,Teapot,teapot-01.jpg,Yes,100,0,15,100,17.771,9.596,55.69
PID_232,Africa,Bowl,bowl-01.jpg,Yes,100,0,18,63,14.123,4.73,3.263
PID_232,Africa,Egg Slicer,eggslicer-01.jpg,No,17,17,92,77,15.123,9.951,4.828
PID_232,Africa,Serving Spoon,servingspoon-01.jpg,Yes,100,0,77,35,14.306,8.093,6.086
PID_232,Africa,Scouring Sponge,scouringsponge-01.jpg,Yes,100,0,0,0,9.537,10.598,15.405
PID_232,Africa,Container,container-01.jpg,Yes,100,18,0,16,11.65,6.463,5.831
PID_232,Africa,Sponge,sponge-01.jpg,Yes,100,0,9,7,13.512,4.507,5.231
PID_232,Africa,Tea Spoon,teaspoon-01.jpg,Yes,100,15,17,66,18.333,5.364,3.83
PID_233,Africa,Serving Bowl,servingbowl-01.jpg,Yes,93,13,24,23,21.401,6.901,11.502
PID_233,Africa,Serving Fork,servingfork-01.jpg,No,50,40,73,100,12.201,4.2,2.866
PID_233,Africa,Espresso Milk Jug,espressomilkjug-01.jpg,Yes,100,0,12,0,14.187,5.881,3.301
PID_233,Africa,Champagne Flute,champagneflute-01.jpg,Yes,100,51,50,49,13.211,10.202,4.682
PID_233,Africa,Breadbox,breadbox-01.jpg,Yes,100,0,0,0,14.181,3.301,4.167
PID_233,Africa,Wooden Cooking Spoon,woodencookingspoon-01.jpg,Yes,100,0,26,36,10.901,3.201,6.788
PID_233,Africa,Mill,mill-01.jpg,No,17,50,50,68,9.4,7.58,5.087
PID_233,Africa,Corer,corer-01.jpg,Yes,80,39,50,61,13.801,4.4,17.402
PID_233,Africa,Potato Ricer,potatoricer-01.jpg,No,50,50,41,50,10.002,6.3,3.686
PID_233,Africa,Baking Paper,bakingpaper-01.jpg,No,50,47,22,69,8.748,4.201,2.876
PID_234,Africa,Table Knife,tableknife-01.jpg,Yes,100,31,67,100,26.086,15.366,9.288
PID_234,Africa,Zipper Bag,zipperbag-01.jpg,Yes,71,0,0,20,16.958,6.528,6.89
PID_234,Africa,Shot Glas,shotglas-01.jpg,No,35,0,0,0,19.288,7.733,7.222
PID_234,Africa,Egg Separator,eggseparator-01.jpg,No,30,0,0,0,16.263,9.541,6.192
PID_234,Africa,Spatula,spatula-01.jpg,Yes,100,0,0,0,18.566,7.488,7.089
PID_234,Africa,Container,container-01.jpg,Yes,100,0,0,0,17.495,11.963,5.038
PID_234,Africa,Cutting Board,cuttingboard-01.jpg,Yes,100,0,11,1,14.929,6.319,5.416
PID_234,Africa,Wok,wok-01.jpg,No,0,19,61,81,19.748,16.971,4.846
PID_234,Africa,Wooden Cooking Spoon,woodencookingspoon-01.jpg,No,100,21,75,13,21.0,6.456,27.536
PID_234,Africa,Whisk,whisk-01.jpg,Yes,14,0,74,0,16.592,6.022,6.466
PID_235,North America,Can Opener,canopener-01.jpg,Yes,76,80,58,62,22.045,7.534,6.501
PID_235,North America,Kitchen Knife,kitchenknife-01.jpg,Yes,100,62,78,96,13.889,4.393,4.772
PID_235,North America,Spatula,spatula-01.jpg,Yes,100,0,4,9,82.53,4.224,295.689
PID_235,North America,Water Glass,waterglass-01.jpg,Yes,100,26,5,69,12.414,4.456,13.827
PID_235,North America,Dish Towel,dishtowel-01.jpg,Yes,100,8,7,41,9.182,8.372,8.76
PID_235,North America,Boil Over Preventer,boiloverpreventer-01.jpg,No,0,50,26,44,26.308,4.17,6.371
PID_235,North America,Twine,twine-01.jpg,Yes,100,0,0,15,15.719,5.637,10.432
PID_235,North America,Cheese Cleaver,cheesecleaver-01.jpg,No,43,58,55,96,15.176,4.258,10.727
PID_235,North America,Serving Fork,servingfork-01.jpg,No,53,36,0,64,10.928,20.494,2.761
PID_235,North America,Colander,colander-01.jpg,Yes,100,23,5,9,9.578,6.495,3.367
PID_236,Africa,Bag,bag-01.jpg,Yes,100,0,0,0,18.98,6.601,7.911
PID_236,Africa,Whisk,whisk-01.jpg,Yes,100,0,0,60,11.519,7.279,9.665
PID_236,Africa,Cracker,cracker-01.jpg,Yes,100,65,57,68,13.192,13.384,7.326
PID_236,Africa,Corer,corer-01.jpg,No,0,0,61,68,25.555,7.213,6.11
PID_236,Africa,Kitchen Knife,kitchenknife-01.jpg,Yes,100,81,88,98,12.797,5.701,4.914
PID_236,Africa,Table Fork,tablefork-01.jpg,Yes,100,62,59,71,10.343,7.979,5.506
PID_236,Africa,Deep Fryer,deepfryer-01.jpg,No,0,0,0,0,31.855,5.032,5.071
PID_236,Africa,Boil Over Preventer,boiloverpreventer-01.jpg,No,0,0,0,0,11.558,8.162,6.84
PID_236,Africa,Coffeemaker,coffeemaker-01.jpg,Yes,100,0,0,0,9.301,6.01,4.124
PID_236,Africa,Toaster,toaster-01.jpg,Yes,100,0,0,0,27.344,3.851,3.741
PID_237,Africa,Coaster,coaster-01.jpg,No,71,29,13,2,31.334,10.28,9.837
PID_237,Africa,Apron,apron-01.jpg,Yes,90,49,0,10,30.691,7.623,4.538
PID_237,Africa,Breadbox,breadbox-01.jpg,No,81,67,75,38,25.066,10.946,9.861
PID_237,Africa,Cocktail Muddler,cocktailmuddler-01.jpg,No,79,30,11,14,19.374,18.214,3.54
PID_237,Africa,Mechanical Egg Beater,mechanicaleggbeater-01.jpg,Yes,82,12,20,26,21.236,7.527,6.058
PID_237,Africa,Container,container-01.jpg,Yes,95,5,2,2,14.338,6.671,4.353
PID_237,Africa,Saucepan,saucepan-01.jpg,Yes,96,20,34,24,19.98,9.855,3.901
PID_237,Africa,Kitchen Paper,kitchenpaper-01.jpg,Yes,86,33,5,3,14.535,6.659,6.402
PID_237,Africa,Scouring Sponge,scouringsponge-01.jpg,Yes,95,11,10,7,17.544,6.361,4.818
PID_237,Africa,Cheese Knife,cheeseknife-01.jpg,Yes,97,77,95,86,17.968,8.257,5.377
PID_238,Africa,Twine,twine-01.jpg,Yes,88,0,0,22,78.606,9.424,7.724
PID_238,Africa,Blender,blender-01.jpg,Yes,95,8,0,98,16.449,4.772,5.196
PID_238,Africa,Mill,mill-01.jpg,No,15,45,27,73,19.31,5.01,5.611
PID_238,Africa,Zipper Bag,zipperbag-01.jpg,Yes,100,20,0,28,14.847,5.656,5.892
PID_238,Africa,Table Fork,tablefork-01.jpg,Yes,83,62,15,86,31.671,6.166,6.85
PID_238,Africa,Shot Glas,shotglas-01.jpg,Yes,50,75,38,82,17.394,6.55,3.729
PID_238,Africa,Sponge,sponge-01.jpg,Yes,94,0,0,0,19.14,4.62,7.306
PID_238,Africa,Insulated Coffee Carafe,insulatedcoffeecarafe-01.jpg,No,0,0,6,32,12.857,4.441,3.778
PID_238,Africa,Saucepan,saucepan-01.jpg,Yes,100,17,9,32,23.612,4.069,3.037
PID_238,Africa,Spice Box,spicebox-01.jpg,Yes,98,14,12,29,14.888,4.448,2.524
PID_239,Oceania,Mechanical Egg Beater,mechanicaleggbeater-01.jpg,Yes,100,3,2,14,33.778,8.994,9.792
PID_239,Oceania,Spatula,spatula-01.jpg,Yes,100,0,0,0,12.267,3.797,3.074
PID_239,Oceania,Colander,colander-01.jpg,Yes,100,0,0,0,8.408,4.633,3.028
PID_239,Oceania,Piping Bag,pipingbag-01.jpg,Yes,100,0,0,0,9.445,3.418,2.373
PID_239,Oceania,Kitchen Knife,kitchenknife-01.jpg,Yes,100,91,92,93,13.065,4.481,4.638
PID_239,Oceania,Kitchen Scale,kitchenscale-01.jpg,Yes,100,0,0,0,8.1,3.425,3.602
PID_239,Oceania,Timer,timer-01.jpg,Yes,100,0,0,0,8.275,3.463,2.879
PID_239,Oceania,Baking Paper,bakingpaper-01.jpg,Yes,100,0,0,0,8.576,3.025,3.113
PID_239,Oceania,Mug,mug-01.jpg,Yes,100,0,0,0,8.284,3.028,2.748
PID_239,Oceania,Scouring Sponge,scouringsponge-01.jpg,Yes,100,0,0,0,8.062,3.569,2.884
PID_240,Africa,Scraper,scraper-01.jpg,No,27,99,17,93,31.196,34.959,8.899
PID_240,Africa,Table Fork,tablefork-01.jpg,Yes,98,31,55,35,26.759,9.366,11.149
PID_240,Africa,Colander,colander-01.jpg,Yes,97,3,2,0,21.467,7.829,8.872
PID_240,Africa,Paring Knife,paringknife-01.jpg,Yes,100,99,100,96,27.646,9.013,7.327
PID_240,Africa,Ladle,ladle-01.jpg,Yes,100,0,2,3,20.423,7.395,12.686
PID_240,Africa,Beer Mug,beermug-01.jpg,No,90,69,11,9,17.65,9.376,9.147
PID_240,Africa,Jar,jar-01.jpg,Yes,92,34,8,5,14.436,6.1,10.287
PID_240,Africa,Espresso Cup,espressocup-01.jpg,Yes,96,39,7,5,17.278,6.358,6.955
PID_240,Africa,Bottle,bottle-01.jpg,No,40,40,56,60,30.954,6.921,6.099
PID_240,Africa,Scouring Sponge,scouringsponge-01.jpg,Yes,96,1,3,8,18.229,11.256,6.471
PID_241,Africa,Thermos,thermos-01.jpg,Yes,89,9,0,0,49.954,10.611,9.432
PID_241,Africa,Kitchen Scale,kitchenscale-01.jpg,No,100,0,0,0,35.265,12.792,5.932
PID_241,Africa,Cooling Rack,coolingrack-01.jpg,Yes,100,0,0,0,46.412,8.469,6.101
PID_241,Africa,Cocktail Muddler,cocktailmuddler-01.jpg,No,32,0,0,54,32.486,12.516,7.093
PID_241,Africa,Piping Bag,pipingbag-01.jpg,No,85,0,0,0,31.704,26.524,5.856
PID_241,Africa,Corer,corer-01.jpg,No,0,0,0,58,40.277,26.652,6.086
PID_241,Africa,Timer,timer-01.jpg,No,58,0,0,0,42.383,23.619,5.604
PID_241,Africa,Toaster,toaster-01.jpg,Yes,100,23,0,58,21.395,10.0,6.958
PID_241,Africa,Champagne Bottle Resealer,champagnebottleresealer-01.jpg,No,25,24,16,59,19.084,6.552,13.086
PID_241,Africa,Mixing Bowl,mixingbowl-01.jpg,No,100,0,0,0,18.705,21.207,9.967
PID_242,Africa,Egg Separator,eggseparator-01.jpg,No,30,0,0,30,31.517,19.26,12.58
PID_242,Africa,Mug,mug-01.jpg,Yes,100,14,0,85,20.863,11.946,27.02
PID_242,Africa,Scraper,scraper-01.jpg,Yes,100,0,0,32,17.919,9.319,8.357
PID_242,Africa,Twine,twine-01.jpg,Yes,100,15,0,70,20.436,12.582,7.922
PID_242,Africa,Boil Over Preventer,boiloverpreventer-01.jpg,No,0,0,3,0,31.297,16.816,9.367
PID_242,Africa,Saucepan,saucepan-01.jpg,Yes,100,0,0,83,34.054,11.49,5.988
PID_242,Africa,Toaster,toaster-01.jpg,Yes,100,72,36,81,18.423,11.817,13.953
PID_242,Africa,Mill,mill-01.jpg,No,0,0,13,48,16.898,23.115,13.679
PID_242,Africa,Jar Opener,jaropener-01.jpg,Yes,0,75,37,83,18.284,22.671,18.075
PID_242,Africa,Whisk,whisk-01.jpg,Yes,100,0,22,23,26.624,9.558,10.881
PID_243,Africa,Plate,plate-01.jpg,Yes,100,0,0,89,26.283,12.001,8.773
PID_243,Africa,Jar Opener,jaropener-01.jpg,Yes,100,0,100,84,17.433,7.334,4.778
PID_243,Africa,Scouring Sponge,scouringsponge-01.jpg,Yes,100,0,0,0,17.483,6.7,5.106
PID_243,Africa,Mill,mill-01.jpg,No,0,48,44,84,20.567,7.494,5.402
PID_243,Africa,Timer,timer-01.jpg,No,0,42,45,50,16.288,6.438,5.717
PID_243,Africa,Zipper Bag,zipperbag-01.jpg,No,100,0,0,0,15.768,7.504,5.292
PID_243,Africa,Table Knife,tableknife-01.jpg,Yes,100,0,0,90,21.906,7.534,10.687
PID_243,Africa,Boil Over Preventer,boiloverpreventer-01.jpg,No,0,44,100,95,19.123,8.695,67.16
PID_243,Africa,Cheese Knife,cheeseknife-01.jpg,No,100,100,100,100,37.771,6.883,11.616
PID_243,Africa,Corer,corer-01.jpg,No,0,41,47,50,17.805,5.651,13.349
PID_244,Africa,Wok,wok-01.jpg,Yes,72,29,20,72,52.873,14.703,11.278
PID_244,Africa,Table Knife,tableknife-01.jpg,Yes,76,24,30,50,15.903,12.5,7.101
PID_244,Africa,Kitchen Knife,kitchenknife-01.jpg,Yes,99,36,69,100,13.187,3.965,6.8
PID_244,Africa,Serving Bowl,servingbowl-01.jpg,Yes,90,28,19,86,11.672,10.101,5.001
PID_244,Africa,Toaster,toaster-01.jpg,Yes,78,71,76,83,11.8,9.498,8.776
PID_244,Africa,Pasta Machine,pastamachine-01.jpg,Yes,100,74,68,66,15.001,8.096,6.886
PID_244,Africa,Ice Maker,icemaker-01.jpg,Yes,83,14,15,75,15.845,5.562,5.001
PID_244,Africa,Steamer,steamer-01.jpg,Yes,80,67,68,69,12.989,7.2,5.051
PID_244,Africa,Insulated Coffee Carafe,insulatedcoffeecarafe-01.jpg,Yes,80,29,18,79,9.793,4.381,8.357
PID_244,Africa,Cookbook,cookbook-01.jpg,Yes,100,0,8,5,11.702,4.8,6.801
PID_245,Africa,Spice Box,spicebox-01.jpg,No,25,32,0,11,47.603,17.618,16.562
PID_245,Africa,Baller,baller-01.jpg,Yes,100,0,2,61,17.592,6.115,15.84
PID_245,Africa,Apron,apron-01.jpg,Yes,100,0,0,0,12.086,5.073,5.811
PID_245,Africa,Table Knife,tableknife-01.jpg,Yes,100,66,84,79,18.257,4.603,6.638
PID_245,Africa,Garlic Press,garlicpress-01.jpg,Yes,100,59,73,19,16.231,4.826,7.789
PID_245,Africa,Colander,colander-01.jpg,Yes,100,0,0,0,13.502,5.361,5.474
PID_245,Africa,Wooden Cooking Spoon,woodencookingspoon-01.jpg,Yes,100,0,15,8,11.99,5.244,8.679
PID_245,Africa,Tongs,tongs-01.jpg,Yes,100,11,86,68,17.177,13.36,4.646
PID_245,Africa,Egg Slicer,eggslicer-01.jpg,No,100,69,73,0,16.737,4.792,5.399
PID_245,Africa,Grater,grater-01.jpg,Yes,100,100,100,68,10.755,4.538,4.414
PID_246,Africa,Dish Towel,dishtowel-01.jpg,Yes,100,0,0,26,25.987,13.501,9.6
PID_246,Africa,Baking Dish,bakingdish-01.jpg,Yes,100,10,17,63,51.719,8.586,5.403
PID_246,Africa,Piping Bag,pipingbag-01.jpg,Yes,100,0,0,13,24.449,5.955,12.057
PID_246,Africa,Whisk,whisk-01.jpg,Yes,100,0,0,20,18.741,6.962,4.777
PID_246,Africa,Egg Separator,eggseparator-01.jpg,No,0,50,0,58,27.866,14.779,12.678
PID_246,Africa,Plate,plate-01.jpg,Yes,100,8,0,75,22.393,6.236,6.032
PID_246,Africa,Mixing Bowl,mixingbowl-01.jpg,Yes,100,0,0,55,16.224,8.461,9.368
PID_246,Africa,Mezzaluna,mezzaluna-01.jpg,No,0,50,73,100,17.5,8.824,5.717
PID_246,Africa,Ice Maker,icemaker-01.jpg,No,0,50,27,72,22.687,8.623,5.804
PID_246,Africa,Colander,colander-01.jpg,Yes,100,0,0,60,41.915,5.936,9.744
PID_247,Africa,Timer,timer-01.jpg,No,23,59,0,100,89.502,7.177,9.051
PID_247,Africa,Mezzaluna,mezzaluna-01.jpg,No,7,19,99,98,13.301,6.091,6.648
PID_247,Africa,Garlic Press,garlicpress-01.jpg,Yes,78,4,2,18,33.501,3.231,4.372
PID_247,Africa,Serving Bowl,servingbowl-01.jpg,Yes,99,9,3,8,8.548,3.331,5.943
PID_247,Africa,Table Knife,tableknife-01.jpg,Yes,93,16,4,6,17.206,3.801,3.236
